Retailer,Retailer ID,Invoice Date,Region,City,State,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin (%),Sales Method
Adidas Chennai,RET-2055,2025-06-18,South,Chennai,Tamil Nadu,Sports Cap,999,14,13986,3318.71,23.73,Online
Adidas Chennai,RET-2056,2025-06-15,South,Chennai,Tamil Nadu,Ultraboost 22,18999,16,303984,36584.74,12.04,Online
Adidas Mumbai,RET-2057,2025-06-23,West,Mumbai,Maharashtra,Adizero SL,11999,29,347971,39407.78,11.33,Retail Store
Adidas Delhi,RET-2058,2025-06-11,North,Delhi,Delhi,Ultraboost 22,18999,41,778959,162005.54,20.8,Online
Adidas Bengaluru,RET-2059,2025-06-01,South,Bengaluru,Karnataka,Track Jacket,4999,40,199960,35238.65,17.62,Retail Store
Adidas Chennai,RET-2060,2025-06-11,South,Chennai,Tamil Nadu,Track Jacket,4999,10,49990,9509.61,19.02,Online
Adidas Mumbai,RET-2061,2025-06-05,West,Mumbai,Maharashtra,Track Jacket,4999,23,114977,22614.82,19.67,Online
Adidas Mumbai,RET-2062,2025-06-03,West,Mumbai,Maharashtra,Track Jacket,4999,42,209958,29109.25,13.86,Online
Adidas Mumbai,RET-2063,2025-06-07,West,Mumbai,Maharashtra,Sports Cap,999,41,40959,5030.48,12.28,Retail Store
Adidas Kolkata,RET-2064,2025-06-14,East,Kolkata,West Bengal,Sports Cap,999,46,45954,4684.51,10.19,Retail Store
Adidas Mumbai,RET-2065,2025-06-08,West,Mumbai,Maharashtra,Track Jacket,4999,26,129974,32082.8,24.68,Online
Adidas Kolkata,RET-2066,2025-06-28,East,Kolkata,West Bengal,Ultraboost 22,18999,50,949950,138254.83,14.55,Retail Store
Adidas Mumbai,RET-2067,2025-06-03,West,Mumbai,Maharashtra,Climacool T-shirt,2499,15,37485,7427.35,19.81,Online
Adidas Kolkata,RET-2068,2025-06-30,East,Kolkata,West Bengal,Ultraboost 22,18999,33,626967,129267.18,20.62,Retail Store
Adidas Chennai,RET-2069,2025-06-24,South,Chennai,Tamil Nadu,Track Jacket,4999,37,184963,21555.82,11.65,Online
Adidas Kolkata,RET-2070,2025-06-09,East,Kolkata,West Bengal,Track Jacket,4999,15,74985,17086.24,22.79,Retail Store
Adidas Mumbai,RET-2071,2025-06-18,West,Mumbai,Maharashtra,Ultraboost 22,18999,49,930951,219938.59,23.63,Online
Adidas Kolkata,RET-2072,2025-06-30,East,Kolkata,West Bengal,Superstar,8999,19,170981,37943.67,22.19,Retail Store
Adidas Delhi,RET-2073,2025-06-26,North,Delhi,Delhi,Climacool T-shirt,2499,33,82467,17162.2,20.81,Online
Adidas Kolkata,RET-2074,2025-06-14,East,Kolkata,West Bengal,Adizero SL,11999,11,131989,15477.2,11.73,Online
Adidas Kolkata,RET-2075,2025-06-11,East,Kolkata,West Bengal,Adizero SL,11999,33,395967,61443.16,15.52,Retail Store
Adidas Kolkata,RET-2076,2025-06-05,East,Kolkata,West Bengal,Ultraboost 22,18999,23,436977,104176.26,23.84,Online
Adidas Delhi,RET-2077,2025-06-30,North,Delhi,Delhi,Superstar,8999,15,134985,27725.16,20.54,Retail Store
Adidas Bengaluru,RET-2078,2025-06-22,South,Bengaluru,Karnataka,Adizero SL,11999,37,443963,67099.48,15.11,Online
Adidas Chennai,RET-2079,2025-06-23,South,Chennai,Tamil Nadu,Superstar,8999,46,413954,72259.49,17.46,Online
Adidas Kolkata,RET-2080,2025-06-23,East,Kolkata,West Bengal,Adizero SL,11999,42,503958,117064.99,23.23,Online
Adidas Chennai,RET-2081,2025-06-05,South,Chennai,Tamil Nadu,Track Jacket,4999,39,194961,42561.75,21.83,Online
Adidas Chennai,RET-2082,2025-06-11,South,Chennai,Tamil Nadu,Track Jacket,4999,44,219956,23717.8,10.78,Online
Adidas Chennai,RET-2083,2025-06-07,South,Chennai,Tamil Nadu,Sports Cap,999,22,21978,3233.73,14.71,Retail Store
Adidas Mumbai,RET-2084,2025-06-06,West,Mumbai,Maharashtra,Climacool T-shirt,2499,39,97461,17456.4,17.91,Online
Adidas Kolkata,RET-2085,2025-06-17,East,Kolkata,West Bengal,Ultraboost 22,18999,32,607968,88494.25,14.56,Retail Store
Adidas Bengaluru,RET-2086,2025-06-23,South,Bengaluru,Karnataka,Climacool T-shirt,2499,45,112455,26324.31,23.41,Retail Store
Adidas Mumbai,RET-2087,2025-06-13,West,Mumbai,Maharashtra,Superstar,8999,26,233974,39119.82,16.72,Online
Adidas Chennai,RET-2088,2025-06-17,South,Chennai,Tamil Nadu,Ultraboost 22,18999,42,797958,95436.12,11.96,Retail Store
Adidas Bengaluru,RET-2089,2025-06-22,South,Bengaluru,Karnataka,Climacool T-shirt,2499,42,104958,16432.45,15.66,Online
Adidas Delhi,RET-2090,2025-06-19,North,Delhi,Delhi,Ultraboost 22,18999,9,170991,35915.42,21.0,Online
Adidas Kolkata,RET-2091,2025-06-20,East,Kolkata,West Bengal,Adizero SL,11999,23,275977,68155.26,24.7,Online
Adidas Mumbai,RET-2092,2025-06-07,West,Mumbai,Maharashtra,Superstar,8999,25,224975,33477.32,14.88,Retail Store
Adidas Kolkata,RET-2093,2025-06-01,East,Kolkata,West Bengal,Adizero SL,11999,13,155987,29771.32,19.09,Retail Store
Adidas Delhi,RET-2094,2025-06-25,North,Delhi,Delhi,Sports Cap,999,16,15984,3949.84,24.71,Online
Adidas Kolkata,RET-2095,2025-06-28,East,Kolkata,West Bengal,Superstar,8999,41,368959,44673.68,12.11,Retail Store
Adidas Delhi,RET-2096,2025-06-15,North,Delhi,Delhi,Ultraboost 22,18999,30,569970,114751.75,20.13,Online
Adidas Kolkata,RET-2097,2025-06-28,East,Kolkata,West Bengal,Climacool T-shirt,2499,23,57477,9283.19,16.15,Retail Store
Adidas Kolkata,RET-2098,2025-06-11,East,Kolkata,West Bengal,Ultraboost 22,18999,44,835956,173750.52,20.78,Retail Store
Adidas Mumbai,RET-2099,2025-06-07,West,Mumbai,Maharashtra,Track Jacket,4999,15,74985,15708.07,20.95,Online
Adidas Delhi,RET-2100,2025-06-02,North,Delhi,Delhi,Ultraboost 22,18999,30,569970,98323.07,17.25,Online
